0,1.0126,1.1941,1.6718
1,8.3706,1.0529,1.6800
2,8.3794,5.6316,1.6818
3,0.9915,5.7042,1.6698
4,8.3909,12.2221,1.6718
5,1.0191,11.1578,1.6558
6,8.4125,16.6385,1.6758
7,0.9979,16.6633,1.6688
10,8.4171,22.1603,1.6678
11,1.0351,23.2156,1.6668
