1520633407.099381,uncalibrated,0,-25.815,-8.128,-35.031
1520633407.099410,calibrated,0,0.000,0.000,0.000
1520633407.099423,heading,0,0.000,0.000,0
1520633407.099432,heading Comp,0,0.000,0.000,0.000
1520633407.099442,acceleration,0,-0.011,-0.931,-0.304
1520633407.123959,uncalibrated,0,-25.515,-8.129,-35.108
1520633407.124047,calibrated,0,0.000,0.000,0.000
1520633407.124078,heading,0,0.000,0.000,0
1520633407.124090,heading Comp,0,0.000,0.000,0.000
1520633407.124100,acceleration,0,-0.016,-0.933,-0.328
1520633407.163588,uncalibrated,0,-26.040,-8.278,-35.252
1520633407.163624,calibrated,0,0.000,0.000,0.000
1520633407.163642,heading,0,0.000,0.000,0
1520633407.163655,heading Comp,0,0.000,0.000,0.000
1520633407.163665,acceleration,0,-0.022,-0.944,-0.323
1520633407.203552,uncalibrated,0,-25.968,-7.828,-35.484
1520633407.203580,calibrated,0,0.000,0.000,0.000
1520633407.203593,heading,0,0.000,0.000,0
1520633407.203602,heading Comp,0,0.000,0.000,0.000
1520633407.203610,acceleration,0,-0.026,-0.941,-0.331
1520633407.243516,uncalibrated,0,-25.816,-8.203,-35.404
1520633407.243540,calibrated,0,0.000,0.000,0.000
1520633407.243552,heading,0,121.312,111.975,0
1520633407.243561,heading Comp,0,-31.055,-25.667,10.479
1520633407.243570,acceleration,0,-0.009,-0.937,-0.341
1520633407.283329,uncalibrated,0,-25.818,-8.053,-35.707
1520633407.283357,calibrated,2,-30.820,-25.748,10.457
1520633407.283373,heading,0,121.312,111.975,0
1520633407.283385,heading Comp,0,-31.055,-25.667,10.479
1520633407.283395,acceleration,0,0.003,-0.953,-0.339
1520633407.323238,uncalibrated,0,-25.739,-8.203,-34.805
1520633407.323269,calibrated,2,-31.265,-25.610,10.424
1520633407.323287,heading,0,121.312,111.975,0
1520633407.323300,heading Comp,0,-31.055,-25.667,10.479
1520633407.323311,acceleration,0,0.001,-0.950,-0.341
1520633407.363155,uncalibrated,0,-25.591,-8.279,-35.330
1520633407.363199,calibrated,2,-30.909,-25.834,10.428
1520633407.363221,heading,0,121.312,111.975,0
1520633407.363237,heading Comp,0,-31.055,-25.667,10.479
1520633407.363252,acceleration,0,0.010,-0.958,-0.335
1520633407.405406,uncalibrated,0,-25.518,-7.979,-35.560
1520633407.405444,calibrated,2,-31.251,-25.872,10.344
1520633407.405466,heading,0,121.312,111.975,0
1520633407.405482,heading Comp,0,-31.055,-25.667,10.479
1520633407.405496,acceleration,0,-0.006,-0.944,-0.328
1520633407.442861,uncalibrated,0,-25.965,-8.278,-35.102
1520633407.442892,calibrated,2,-31.362,-25.737,10.367
1520633407.442908,heading,0,121.312,111.975,0
1520633407.442920,heading Comp,0,-31.055,-25.667,10.479
1520633407.442930,acceleration,0,-0.006,-0.935,-0.338
1520633407.482721,uncalibrated,0,-25.891,-8.353,-35.477
1520633407.482753,calibrated,2,-31.444,-25.702,10.239
1520633407.482772,heading,0,121.312,111.975,0
1520633407.482788,heading Comp,0,-31.055,-25.667,10.479
1520633407.482802,acceleration,0,-0.010,-0.935,-0.336
1520633407.522633,uncalibrated,0,-26.192,-8.202,-35.627
1520633407.522661,calibrated,2,-31.287,-25.979,10.462
1520633407.522677,heading,0,121.312,111.975,0
1520633407.522688,heading Comp,0,-31.055,-25.667,10.479
1520633407.522701,acceleration,0,-0.019,-0.931,-0.327
1520633407.562699,uncalibrated,0,-25.968,-8.053,-35.705
1520633407.562745,calibrated,2,-31.177,-25.677,10.192
1520633407.562774,heading,0,121.312,111.975,0
1520633407.562789,heading Comp,0,-31.055,-25.667,10.479
1520633407.562804,acceleration,0,-0.018,-0.928,-0.332
1520633407.602522,uncalibrated,0,-26.044,-8.053,-36.080
1520633407.602555,calibrated,2,-31.079,-25.829,10.732
1520633407.602570,heading,0,120.103,110.766,0
1520633407.602579,heading Comp,0,-31.145,-25.776,10.111
1520633407.602588,acceleration,0,-0.014,-0.938,-0.342
1520633407.642224,uncalibrated,0,-25.816,-8.503,-35.850
1520633407.642251,calibrated,2,-31.167,-25.855,9.976
1520633407.642261,heading,0,120.103,110.766,0
1520633407.642269,heading Comp,0,-31.145,-25.776,10.111
1520633407.642276,acceleration,0,-0.027,-0.938,-0.332
1520633407.682094,uncalibrated,0,-25.814,-8.353,-35.102
1520633407.682121,calibrated,2,-31.007,-25.697,10.568
1520633407.682133,heading,0,120.103,110.766,0
1520633407.682141,heading Comp,0,-31.145,-25.776,10.111
1520633407.682148,acceleration,0,-0.024,-0.947,-0.338
1520633407.721992,uncalibrated,0,-25.892,-8.203,-35.704
1520633407.722014,calibrated,2,-31.484,-25.673,10.297
1520633407.722028,heading,0,120.103,110.766,0
1520633407.722045,heading Comp,0,-31.145,-25.776,10.111
1520633407.722054,acceleration,0,-0.022,-0.945,-0.344
1520633407.762060,uncalibrated,0,-25.965,-8.278,-35.177
1520633407.762098,calibrated,2,-31.252,-25.932,10.050
1520633407.762114,heading,0,120.103,110.766,0
1520633407.762126,heading Comp,0,-31.145,-25.776,10.111
1520633407.762137,acceleration,0,-0.011,-0.951,-0.338
1520633407.801862,uncalibrated,0,-25.891,-8.503,-35.700
1520633407.801904,calibrated,2,-31.292,-25.773,10.405
1520633407.801921,heading,0,120.103,110.766,0
1520633407.801933,heading Comp,0,-31.145,-25.776,10.111
1520633407.801943,acceleration,0,-0.011,-0.936,-0.327
1520633407.841795,uncalibrated,0,-25.965,-8.052,-34.806
