1580155990.8984105,2,5.91,2,19.703400
1580155990.9886512,3,0.70,3,2.347506
1580155991.0820348,0,4.79,4,15.978691
1580155991.1700965,1,6.81,5,22.723858
1580155991.2618115,2,5.28,6,17.606295
1580155991.4954785,1,6.89,9,23.005559
1580155991.5873018,2,5.37,10,17.919296
1580155991.7368978,0,4.59,12,15.321389
1580155991.8318175,1,6.82,13,22.739508
1580155991.9229238,2,5.88,14,19.609500
1580155992.0119698,3,0.69,15,2.316206
1580155992.0989250,0,4.83,16,16.103891
1580155992.1891168,1,6.86,17,22.880359
1580155992.2799450,2,5.66,18,18.889598
1580155992.5993980,2,5.19,22,17.324594
1580155992.6953730,3,0.66,23,2.206656
1580155992.7940242,0,4.70,24,15.665690
1580155992.8710755,1,6.75,25,22.536058
1580155992.9607385,2,5.45,26,18.169697
1580155993.0524245,3,0.59,27,1.971905
1580155993.1418222,0,4.79,28,15.994341
1580155993.2934118,2,4.76,30,15.884791
1580155993.3833852,3,0.61,31,2.050155
1580155993.4713580,0,4.97,32,16.589042
1580155993.5646765,1,7.01,33,23.381160
1580155993.6568330,2,4.65,34,15.524840
1580155993.7491878,3,0.62,35,2.081455
1580155993.8424665,0,4.99,36,16.651643
1580155993.9294610,1,7.49,37,24.977464
1580155994.0196042,2,5.07,38,16.933343
1580155994.1114072,3,0.61,39,2.050155
1580155994.2003165,0,4.89,40,16.322992
1580155994.2909608,1,6.60,41,22.035256
1580155994.4420522,3,0.75,43,2.488356
1580155994.5326792,0,4.73,44,15.775240
1580155994.6271090,1,6.56,45,21.894406
1580155994.7151155,2,4.94,46,16.495142
1580155994.8056690,3,0.97,47,3.223908
1580155994.8962038,0,4.57,48,15.258789
1580155994.9966790,1,6.16,49,20.548503
1580155995.0762352,2,4.23,50,14.116336
1580155995.1669630,3,1.29,51,4.288111
1580155995.3203642,1,6.14,53,20.501552
1580155995.4156582,2,4.05,54,13.521635
1580155995.5070478,3,1.90,55,6.353916
1580155995.5889102,0,4.18,56,13.959836
1580155995.7129620,1,5.84,57,19.499950
1580155995.7699845,2,3.93,58,13.099084
1580155995.8626578,3,2.18,59,7.277269
1580155995.9509762,0,4.02,60,13.427734
1580155996.0391070,1,5.72,61,19.077399
1580155996.1306052,2,3.75,62,12.504382
1580155996.2249148,3,2.20,63,7.339869
1580155996.3135828,0,3.72,64,12.426132
1580155996.3991968,1,5.11,65,17.058544
1580155996.4896922,2,3.69,66,12.316582
1580155996.5801755,3,2.83,67,9.452624
1580155996.6713420,0,3.60,68,12.019231
1580155996.8240982,2,3.47,70,11.581030
1580155996.9141082,3,3.03,71,10.109926
1580155997.0693950,1,4.45,73,14.851888
1580155997.1612972,2,3.35,74,11.189779
1580155997.2491288,3,4.06,75,13.537285
1580155997.4569645,1,4.03,77,13.459034
1580155997.5390745,2,3.27,78,10.923728
1580155997.6293985,3,3.65,79,12.175731
1580155997.7200660,0,3.19,80,10.642027
1580155997.8116890,1,3.64,81,12.160081
1580155997.9026285,2,3.34,82,11.158479
1580155997.9891055,3,3.99,83,13.318184
1580155998.2117030,1,3.51,85,11.706230
1580155998.3038730,2,3.30,86,11.017628
1580155998.4773382,0,3.26,88,10.892428
1580155998.5659108,1,3.12,89,10.407277
1580155998.7420480,3,5.40,91,18.013196
1580155998.8292692,0,3.32,92,11.064578
1580155999.0045010,2,3.62,94,12.081831
1580155999.0936818,3,4.91,95,16.385592
1580155999.2671160,1,2.36,97,7.871970
1580155999.3585685,2,3.72,98,12.410482
1580155999.4468858,3,5.09,99,16.980293
1580155999.5734565,0,3.29,0,10.986328
1580155999.6661080,1,2.50,1,8.341471
1580155999.8402470,3,5.00,3,16.682943
1580155999.9304135,0,3.26,4,10.876778
1580156000.1201105,2,3.92,6,13.083433
1580156000.1945718,3,5.10,7,17.011594
1580156000.2846715,0,3.26,8,10.892428
1580156000.3753608,1,2.62,9,8.748372
1580156000.4687252,2,3.78,10,12.613932
1580156000.5568188,3,5.08,11,16.964643
1580156000.6467228,0,3.23,12,10.782878
1580156000.7429590,1,2.68,13,8.936173
1580156000.8320915,2,3.62,14,12.066181
1580156000.9175082,3,5.07,15,16.917693
1580156001.0074722,0,3.18,16,10.595077
1580156001.0979008,1,2.63,17,8.764022
1580156001.1912355,2,3.71,18,12.379182
1580156001.2807030,3,5.05,19,16.839443
1580156001.4346038,1,2.92,21,9.749975
1580156001.5248960,2,3.93,22,13.114734
1580156001.6786100,0,2.83,24,9.452624
1580156001.7667602,1,3.03,25,10.125576
1580156001.8585328,2,3.87,26,12.926933
1580156001.9585238,3,5.00,27,16.698593
1580156002.0394108,0,2.80,28,9.343074
1580156002.1336398,1,3.56,29,11.894030
1580156002.2218092,2,4.19,30,13.975486
1580156002.3137130,3,5.00,31,16.682943
1580156002.3997798,0,2.61,32,8.717072
1580156002.4906920,1,3.58,33,11.956631
1580156002.5848632,2,4.92,34,16.401242
1580156002.6790288,3,5.17,35,17.261994
1580156002.7592998,0,2.39,36,7.965870
1580156002.8508305,1,3.58,37,11.940981
1580156002.9401768,2,4.84,38,16.150841
1580156003.0308388,3,5.14,39,17.136794
1580156003.1242420,0,2.17,40,7.245969
1580156003.2162780,1,3.87,41,12.926933
1580156003.3037710,2,4.80,42,16.025641
1580156003.4744575,0,2.12,44,7.058168
1580156003.5674100,1,3.51,45,11.721880
1580156003.6668628,2,4.73,46,15.790890
1580156003.7473472,3,5.45,47,18.169697
1580156003.8364278,0,2.18,48,7.277269
1580156003.9282320,1,3.53,49,11.784480
1580156004.0213500,2,4.71,50,15.728290
1580156004.1095822,3,5.14,51,17.152444
1580156004.2002798,0,2.26,52,7.543319
1580156004.2906650,1,3.46,53,11.534080
1580156004.3807980,2,4.59,54,15.305739
1580156004.4713465,3,5.07,55,16.902043
1580156004.5606972,0,2.27,56,7.574619
1580156004.6501095,1,3.97,57,13.239934
1580156004.7439572,2,4.55,58,15.180539
1580156004.8299872,3,4.88,59,16.276042
1580156004.9286032,0,2.20,60,7.339869
1580156005.0108172,1,3.49,61,11.643630
1580156005.1033370,2,4.43,62,14.773638
1580156005.1915080,3,4.65,63,15.524840
1580156005.2797620,0,2.31,64,7.715470
1580156005.4509880,2,4.26,66,14.210236
1580156005.5252822,3,4.45,67,14.851888
1580156005.6162030,0,2.28,68,7.605919
1580156005.7066780,1,3.79,69,12.645232
1580156005.7986645,2,4.23,70,14.100686
1580156005.8885530,3,4.08,71,13.599885
1580156005.9777328,0,2.23,72,7.449419
1580156006.0689042,1,3.94,73,13.161684
1580156006.1584805,2,4.22,74,14.085036
1580156006.2481178,3,3.87,75,12.911283
1580156006.3831642,0,2.59,76,8.638822
1580156006.4353885,1,4.19,77,13.975486
1580156006.5201702,2,4.09,78,13.646835
1580156006.6105148,3,3.57,79,11.909680
1580156006.7859050,1,4.45,81,14.851888
1580156006.8750980,2,4.18,82,13.944186
1580156007.0489328,0,2.94,84,9.796925
1580156007.1409350,1,4.76,85,15.869141
1580156007.2327075,2,4.32,86,14.413687
1580156007.3225680,3,3.37,87,11.252379
1580156007.4124152,0,3.16,88,10.548127
1580156007.5040382,1,5.13,89,17.105494
1580156007.6023182,2,4.32,90,14.398037
1580156007.6837890,3,2.76,91,9.202224
1580156007.7739988,0,2.85,92,9.499574
1580156007.8860065,1,5.49,93,18.326197
1580156007.9596398,2,4.45,94,14.851888
1580156008.0581302,3,2.50,95,8.325821
1580156008.1381690,0,3.10,96,10.329026
1580156008.2287512,1,6.13,97,20.438952
1580156008.3195785,2,4.53,98,15.102289
1580156008.4096920,3,2.20,99,7.339869
1580156008.5304475,0,3.50,0,11.674930
1580156008.6208422,1,6.09,1,20.329402
1580156008.7183525,2,4.66,2,15.540490
1580156008.8032972,3,2.16,3,7.214668
1580156008.8922342,0,3.51,4,11.721880
1580156008.9800035,1,6.17,5,20.579803
1580156009.0724288,2,4.78,6,15.947391
1580156009.1612212,3,1.88,7,6.260016
1580156009.2515332,0,3.65,8,12.175731
1580156009.3417530,1,6.50,9,21.675305
1580156009.4310380,2,4.82,10,16.088241
1580156009.5205228,3,1.57,11,5.227113
1580156009.6110858,0,3.82,12,12.739133
1580156009.7052728,1,6.29,13,20.971054
1580156009.8579122,3,1.57,15,5.242763
1580156009.9457565,0,4.11,16,13.725085
1580156010.0971382,2,4.63,18,15.446590
1580156010.1876945,3,1.62,19,5.414914
1580156010.2802920,0,4.59,20,15.321389
1580156010.3678785,1,6.06,21,20.235502
1580156010.4580890,2,4.39,22,14.632787
1580156010.5507970,3,1.63,23,5.430564
1580156010.6431715,0,3.94,24,13.161684
1580156010.8166898,2,4.19,26,13.975486
1580156010.9069595,3,1.58,27,5.274064
1580156011.1451252,2,4.10,30,13.678135
1580156011.2345092,3,1.33,31,4.444611
1580156011.3945882,1,5.83,33,19.453000
1580156011.4815890,2,3.94,34,13.161684
1580156011.5684122,3,1.23,35,4.100310
1580156011.6604490,0,4.56,36,15.211839
1580156011.7570518,1,5.92,37,19.750351
1580156011.8405208,2,3.81,38,12.723483
1580156011.9317825,3,0.98,39,3.286508
1580156012.0212478,0,4.85,40,16.166491
1580156012.1116070,1,5.91,41,19.734701
1580156012.2653615,3,1.06,43,3.536909
1580156012.3561165,0,5.08,44,16.964643
1580156012.4454825,1,6.33,45,21.127554
1580156012.5377930,2,4.32,46,14.413687
1580156012.6287428,3,0.96,47,3.192608
1580156012.7189948,0,5.29,48,17.637595
1580156012.8251112,1,6.07,49,20.251152
1580156013.0738168,0,5.46,52,18.232297
1580156013.1649440,1,6.11,53,20.392002
1580156013.2546595,2,3.53,54,11.768830
1580156013.3468282,3,1.39,55,4.632412
1580156013.4378310,0,5.98,56,19.953801
1580156013.5298682,1,5.96,57,19.875551
1580156013.6183062,2,3.31,58,11.033278
1580156013.7082190,3,1.71,59,5.696615
1580156013.8009740,0,6.18,60,20.611103
1580156013.8971502,1,6.27,61,20.924104
1580156013.9793872,2,2.98,62,9.953425
1580156014.0700878,3,2.02,63,6.745167
1580156014.1616460,0,6.40,64,21.362305
1580156014.2577005,1,6.04,65,20.157252
1580156014.3484138,2,3.12,66,10.407277
1580156014.4330005,3,1.97,67,6.557367
1580156014.5241502,0,7.35,68,24.539263
1580156014.6991295,2,3.18,70,10.610727
1580156014.7881515,3,2.00,71,6.682567
1580156014.8780782,0,6.59,72,21.972656
1580156014.9717308,1,6.59,73,22.003956
