1520633020.732964,uncalibrated,0,-29.541,-2.133,-64.113
1520633020.732994,calibrated,0,0.000,0.000,0.000
1520633020.733007,heading,0,0.000,0.000,0
1520633020.733017,heading Comp,0,0.000,0.000,0.000
1520633020.733027,acceleration,0,0.025,-0.987,-0.207
1520633020.759118,uncalibrated,0,-29.617,-1.833,-64.042
1520633020.759133,calibrated,0,0.000,0.000,0.000
1520633020.759143,heading,0,0.000,0.000,0
1520633020.759151,heading Comp,0,0.000,0.000,0.000
1520633020.759158,acceleration,0,0.004,-0.996,-0.204
1520633020.799020,uncalibrated,0,-29.542,-1.758,-64.044
1520633020.799050,calibrated,0,0.000,0.000,0.000
1520633020.799063,heading,0,0.000,0.000,0
1520633020.799073,heading Comp,0,0.000,0.000,0.000
1520633020.799082,acceleration,0,-0.003,-0.985,-0.202
1520633020.838916,uncalibrated,0,-29.990,-1.832,-63.664
1520633020.838943,calibrated,0,0.000,0.000,0.000
1520633020.838958,heading,0,0.000,0.000,0
1520633020.838969,heading Comp,0,0.000,0.000,0.000
1520633020.838979,acceleration,0,-0.002,-0.967,-0.208
1520633020.878647,uncalibrated,0,-30.068,-1.607,-64.117
1520633020.878674,calibrated,0,0.000,0.000,0.000
1520633020.878687,heading,0,68.562,59.225,0
1520633020.878696,heading Comp,0,-35.353,-19.180,-18.191
1520633020.878704,acceleration,0,-0.006,-0.975,-0.208
1520633020.918583,uncalibrated,0,-29.917,-1.832,-64.190
1520633020.918621,calibrated,2,-35.328,-19.379,-18.052
1520633020.918637,heading,0,68.562,59.225,0
1520633020.918649,heading Comp,0,-35.353,-19.180,-18.191
1520633020.918660,acceleration,0,-0.008,-0.969,-0.202
1520633020.958725,uncalibrated,0,-29.990,-1.607,-63.143
1520633020.958751,calibrated,2,-35.211,-19.287,-18.005
1520633020.958767,heading,0,68.562,59.225,0
1520633020.958778,heading Comp,0,-35.353,-19.180,-18.191
1520633020.958788,acceleration,0,-0.029,-0.976,-0.202
1520633020.998638,uncalibrated,0,-30.218,-1.381,-63.819
1520633020.998679,calibrated,2,-35.386,-19.163,-17.816
1520633020.998698,heading,0,68.562,59.225,0
1520633020.998715,heading Comp,0,-35.353,-19.180,-18.191
1520633020.998730,acceleration,0,-0.028,-0.975,-0.196
1520633021.038356,uncalibrated,0,-29.840,-1.382,-63.147
1520633021.038403,calibrated,2,-35.452,-18.836,-18.060
1520633021.038425,heading,0,68.562,59.225,0
