1515287123.551615,uwb_range,1,apricot.andrew.cmu.edu,15.60,770,76,2338,3819,2605,38125,725,47600,770,103,763,17009,-44739,0.000042
1515287123.640109,uwb_range,1,blueberry.andrew.cmu.edu,13.59,1248,84,1896,5255,5120,21160,444,47565,1248,103,783,16875,-81633,0.000076
1515287123.725844,uwb_range,1,cranberry.andrew.cmu.edu,9.30,1239,104,439,14534,10360,45364,659,47615,1239,103,746,18132,-71054,0.000066
1515287123.819815,uwb_range,1,derby.andrew.cmu.edu,12.41,1188,80,5219,7332,4830,21314,501,47986,1188,103,754,18731,-103255,0.000096
1515287123.905475,uwb_range,1,eggtart.andrew.cmu.edu,8.12,4235,164,16201,17152,13638,10043,261,48929,4235,103,766,17151,-32547,0.000030
1515287123.988713,uwb_range,1,flapper.andrew.cmu.edu,8.63,1642,128,4989,8765,8004,33567,545,47561,1642,103,752,17316,-24712,0.000023
1515287124.076466,uwb_range,1,greengrape.andrew.cmu.edu,2.82,4229,164,3880,5228,3994,13065,291,47843,4229,103,767,18874,-97394,0.000091
1515287124.164569,uwb_range,1,homity.andrew.cmu.edu,8.22,3807,280,6851,9387,5449,42852,540,47802,3807,103,761,17686,-41659,0.000039
1515287124.253202,uwb_range,1,keylime.andrew.cmu.edu,8.31,1915,96,2029,2347,2370,17289,366,47512,1915,103,789,18681,-12246,0.000011
1515287124.342151,uwb_range,2,lemon.andrew.cmu.edu,12.61,993,84,17227,18944,12966,44160,680,47798,993,103,748,18943,-23412,0.000022
1515287124.429099,uwb_range,2,apricot.andrew.cmu.edu,15.51,868,80,1940,3436,2562,33481,687,47588,868,103,763,17365,-44843,0.000042
1515287124.513633,uwb_range,2,blueberry.andrew.cmu.edu,13.66,1314,88,3114,6540,4950,24854,488,47522,1314,103,782,17400,-81511,0.000076
1515287124.602637,uwb_range,2,cranberry.andrew.cmu.edu,9.27,1372,116,15468,11867,10182,37122,631,48027,1372,103,754,18315,-70989,0.000066
1515287124.690101,uwb_range,2,derby.andrew.cmu.edu,12.44,1135,88,10223,9246,6812,22723,542,47969,1135,103,754,16917,-103238,0.000096
1515287124.779393,uwb_range,2,eggtart.andrew.cmu.edu,7.39,3551,136,4059,5014,4235,11850,275,48491,3551,103,764,18112,-32139,0.000030
1515287124.867382,uwb_range,2,flapper.andrew.cmu.edu,8.80,2289,128,7878,7666,5507,27948,464,47911,2289,103,772,20169,-24519,0.000023
1515287124.956468,uwb_range,2,greengrape.andrew.cmu.edu,2.90,4003,160,3113,5113,3321,14638,298,47668,4003,103,764,18838,-97210,0.000091
1515287125.041004,uwb_range,2,homity.andrew.cmu.edu,8.41,3508,208,5138,6943,9543,31801,461,47815,3508,103,756,18539,-41547,0.000039
1515287125.131225,uwb_range,2,keylime.andrew.cmu.edu,8.37,1595,144,13909,12333,9063,56410,693,47654,1595,103,771,18340,-11983,0.000011
1515287125.216975,uwb_range,2,lemon.andrew.cmu.edu,12.27,671,60,3945,5199,3869,33478,668,47718,671,103,760,17249,-23243,0.000022
1515287125.304200,uwb_range,2,apricot.andrew.cmu.edu,15.63,782,88,4773,4774,3066,41279,848,47478,782,103,754,16575,-44689,0.000042
1515287125.411379,uwb_range,2,blueberry.andrew.cmu.edu,13.61,1013,92,9077,10099,10210,41735,662,47876,1013,103,773,17769,-81343,0.000076
1515287125.478968,uwb_range,2,cranberry.andrew.cmu.edu,9.35,1425,96,10651,16520,12909,20633,440,47961,1425,103,751,16519,-70747,0.000066
1515287125.566329,uwb_range,2,derby.andrew.cmu.edu,12.59,1307,80,1117,13508,14774,21382,455,47877,1307,103,753,17749,-102917,0.000096
1515287125.654318,uwb_range,2,eggtart.andrew.cmu.edu,2.44,3477,204,4912,10232,8255,25923,405,48021,3477,103,773,17280,-32411,0.000030
1515287125.741845,uwb_range,2,flapper.andrew.cmu.edu,9.21,1357,124,2264,2460,3813,52904,664,47490,1357,103,757,17505,-24613,0.000023
1515287125.831638,uwb_range,2,greengrape.andrew.cmu.edu,7.16,3213,124,16888,17343,13915,9555,260,48874,3213,103,765,17342,-96855,0.000090
1515287125.934525,uwb_range,2,homity.andrew.cmu.edu,8.55,2448,164,8251,7549,5498,37499,530,47976,2448,103,765,19205,-41611,0.000039
1515287126.003859,uwb_range,2,keylime.andrew.cmu.edu,8.08,1876,148,4505,10361,7201,31732,514,48046,1876,103,756,16423,-12118,0.000011
1515287126.091454,uwb_range,2,lemon.andrew.cmu.edu,12.46,1146,96,11365,4840,3697,35214,577,47523,1146,103,754,17356,-23260,0.000022
1515287126.234095,uwb_range,2,blueberry.andrew.cmu.edu,14.14,917,76,295,12771,17022,27795,590,48070,917,103,752,17021,-81246,0.000076
1515287126.342575,uwb_range,2,cranberry.andrew.cmu.edu,9.35,1338,124,6003,12407,7622,43318,689,47863,1338,103,814,17993,-70772,0.000066
1515287126.405790,uwb_range,2,derby.andrew.cmu.edu,12.71,1084,112,7070,14054,10784,44009,800,47645,1084,103,787,18266,-102755,0.000096
1515287126.496004,uwb_range,2,eggtart.andrew.cmu.edu,2.54,4049,204,1432,5418,7112,18091,341,47936,4049,103,767,16612,-32235,0.000030
1515287126.583644,uwb_range,2,flapper.andrew.cmu.edu,9.06,1884,120,5053,3139,1974,25590,446,47799,1884,103,775,17939,-24454,0.000023
1515287126.669661,uwb_range,2,greengrape.andrew.cmu.edu,7.26,4146,160,15579,19323,12966,13904,298,48883,4146,103,765,19322,-96831,0.000090
1515287126.755574,uwb_range,2,homity.andrew.cmu.edu,8.86,2768,164,8789,11767,9697,28630,447,47828,2768,103,783,18134,-41442,0.000039
1515287126.843620,uwb_range,2,keylime.andrew.cmu.edu,8.35,1894,148,7281,12632,11067,40172,591,47760,1894,103,796,18270,-12037,0.000011
1515287127.023565,uwb_range,2,lemon.andrew.cmu.edu,13.39,718,64,7135,12256,9815,41128,728,47703,718,103,766,17698,-23042,0.000021
1515287127.031686,uwb_range,2,apricot.andrew.cmu.edu,15.61,725,56,1228,1820,1469,20106,514,47328,725,103,784,16599,-44560,0.000041
1515287127.204815,uwb_range,2,blueberry.andrew.cmu.edu,13.81,1537,104,10901,10264,7435,24868,472,47660,1537,103,786,17017,-81174,0.000076
1515287127.209645,uwb_range,2,cranberry.andrew.cmu.edu,9.50,1781,128,11169,16829,16066,26862,489,47942,1781,103,751,16828,-70667,0.000066
1515287127.401624,uwb_range,2,derby.andrew.cmu.edu,12.70,1052,104,6898,10598,10531,54462,812,47621,1052,103,808,18478,-102571,0.000096
1515287127.408431,uwb_range,2,eggtart.andrew.cmu.edu,2.53,2838,112,3761,8850,7764,12712,281,47890,2838,103,769,17743,-32249,0.000030
1515287127.466969,uwb_range,2,flapper.andrew.cmu.edu,10.12,1752,84,12013,17872,13544,15483,343,48036,1752,103,752,17871,-24342,0.000023
1515287127.542249,uwb_range,2,greengrape.andrew.cmu.edu,5.14,2980,116,1555,3097,2952,11286,260,47691,2980,103,766,16978,-96831,0.000090
1515287127.629094,uwb_range,2,homity.andrew.cmu.edu,8.45,2568,108,2706,3358,2900,12073,277,47705,2568,103,751,16593,-41474,0.000039
1515287127.716409,uwb_range,2,keylime.andrew.cmu.edu,8.37,2004,136,5951,13450,12708,27111,467,47824,2004,103,795,16852,-12068,0.000011
1515287127.805298,uwb_range,2,lemon.andrew.cmu.edu,12.66,666,68,176,12852,12188,33034,741,47946,666,103,753,16771,-22906,0.000021
1515287127.906295,uwb_range,2,apricot.andrew.cmu.edu,15.69,792,72,2485,2544,1919,26247,761,47398,792,103,796,18684,-44136,0.000041
1515287127.979429,uwb_range,2,blueberry.andrew.cmu.edu,13.60,1233,104,12803,16535,12603,40696,671,47713,1233,103,775,18540,-81164,0.000076
1515287128.065428,uwb_range,2,cranberry.andrew.cmu.edu,8.92,1334,124,9712,4368,2667,48360,710,47481,1334,103,745,18491,-70627,0.000066
1515287128.153381,uwb_range,2,derby.andrew.cmu.edu,12.70,1020,108,4091,6927,7420,44370,833,47311,1020,103,788,16909,-102474,0.000095
1515287128.239154,uwb_range,2,eggtart.andrew.cmu.edu,2.50,3134,132,3225,7462,7513,12536,284,47750,3134,103,769,16934,-32074,0.000030
1515287128.338476,uwb_range,2,flapper.andrew.cmu.edu,8.84,1762,128,7070,6121,3713,32619,511,47676,1762,103,774,17217,-24356,0.000023
1515287128.418879,uwb_range,2,greengrape.andrew.cmu.edu,2.61,3650,184,3294,9014,8596,18074,344,47561,3650,103,766,17515,-96654,0.000090
1515287128.501306,uwb_range,2,homity.andrew.cmu.edu,8.36,2142,144,717,3597,3165,34564,518,47905,2142,103,755,19707,-41448,0.000039
1515287128.589763,uwb_range,2,keylime.andrew.cmu.edu,7.99,1393,116,8492,5849,4806,45913,652,47833,1393,103,778,18582,-11972,0.000011
1515287128.683305,uwb_range,2,lemon.andrew.cmu.edu,12.61,707,64,5779,4844,4013,41852,709,47816,707,103,767,17960,-22921,0.000021
1515287128.764311,uwb_range,2,apricot.andrew.cmu.edu,15.70,656,72,3002,2265,2361,31830,793,47620,656,103,762,17024,-44206,0.000041
1515287128.852179,uwb_range,2,blueberry.andrew.cmu.edu,13.81,1036,104,9586,9479,8775,45394,755,47752,1036,103,804,18105,-81141,0.000076
1515287128.938043,uwb_range,2,cranberry.andrew.cmu.edu,9.54,1326,104,15126,17283,11027,29637,557,47931,1326,103,750,17282,-70586,0.000066
1515287129.036662,uwb_range,2,derby.andrew.cmu.edu,12.42,961,96,1060,7294,7740,37547,774,47557,961,103,757,17533,-102457,0.000095
1515287129.112497,uwb_range,2,eggtart.andrew.cmu.edu,5.71,3686,184,4153,4861,4598,21053,360,47947,3686,103,769,17966,-32016,0.000030
1515287129.199714,uwb_range,2,flapper.andrew.cmu.edu,8.94,1998,144,5629,7695,6954,44902,602,47625,1998,103,749,19896,-24244,0.000023
1515287129.287482,uwb_range,2,greengrape.andrew.cmu.edu,2.57,4252,164,2822,9221,7683,14742,302,47896,4252,103,769,19877,-96645,0.000090
1515287129.373687,uwb_range,2,homity.andrew.cmu.edu,8.43,2242,132,4549,9293,8673,24252,412,48018,2242,103,766,17026,-41105,0.000038
1515287129.463657,uwb_range,2,keylime.andrew.cmu.edu,8.12,1655,128,2624,10133,9840,38323,562,47761,1655,103,751,17107,-11756,0.000011
1515287129.549249,uwb_range,2,lemon.andrew.cmu.edu,12.59,669,68,7195,6140,6070,35894,771,47559,669,103,748,17737,-23024,0.000021
1515287129.639266,uwb_range,2,apricot.andrew.cmu.edu,16.38,778,72,2921,4964,4462,23252,694,47968,778,103,769,16837,-44382,0.000041
1515287129.722984,uwb_range,2,blueberry.andrew.cmu.edu,13.90,914,92,7036,14993,13807,20149,765,44491,914,103,708,17355,-81036,0.000075
1515287129.812859,uwb_range,2,cranberry.andrew.cmu.edu,9.23,1141,96,4491,12540,12561,39325,700,47562,1141,103,753,19411,-70490,0.000066
