1515284383.200844,position,1,2,0.002019,0.000725,0.003480
1515284383.200844,orientation,1,2,-0.302691,-0.023220,-1.563736
1515284383.219073,position,1,2,0.002040,0.000418,0.003722
1515284383.219073,orientation,1,2,-0.302968,-0.023752,-1.563364
1515284383.234863,position,1,2,0.002179,0.000484,0.003601
1515284383.234863,orientation,1,2,-0.303726,-0.025130,-1.562722
1515284383.251554,position,1,2,0.002302,0.000548,0.003553
1515284383.251554,orientation,1,2,-0.303991,-0.026173,-1.562161
1515284383.266952,position,1,2,0.002417,0.000622,0.003602
1515284383.266952,orientation,1,2,-0.303471,-0.026761,-1.561710
1515284383.285790,position,1,2,0.002566,0.000684,0.003689
1515284383.285790,orientation,1,2,-0.302608,-0.027156,-1.561536
1515284383.300622,position,1,2,0.002498,0.000257,0.003695
1515284383.300622,orientation,1,2,-0.302273,-0.027467,-1.561513
1515284383.318978,position,1,2,0.002710,0.000181,0.003639
1515284383.318978,orientation,1,2,-0.302319,-0.027859,-1.561951
1515284383.336217,position,1,2,0.002934,0.000074,0.003517
1515284383.336217,orientation,1,2,-0.302699,-0.028381,-1.562389
1515284383.352900,position,1,2,0.003144,-0.000025,0.003341
1515284383.352900,orientation,1,2,-0.303107,-0.028898,-1.562587
1515284383.366656,position,1,2,0.003337,-0.000105,0.003101
1515284383.366656,orientation,1,2,-0.303581,-0.029149,-1.562524
1515284383.384504,position,1,2,0.003532,-0.000173,0.002789
1515284383.384504,orientation,1,2,-0.304191,-0.028819,-1.562484
1515284383.401258,position,1,2,0.002915,-0.000718,0.002753
1515284383.401258,orientation,1,2,-0.305012,-0.027857,-1.562148
1515284383.419139,position,1,2,0.003034,-0.000792,0.002387
1515284383.419139,orientation,1,2,-0.305597,-0.026257,-1.562518
1515284383.436210,position,1,2,0.003135,-0.000846,0.002074
1515284383.436210,orientation,1,2,-0.305688,-0.024368,-1.562998
1515284383.451557,position,1,2,0.003229,-0.000881,0.001832
1515284383.451557,orientation,1,2,-0.305281,-0.022545,-1.563557
1515284383.467568,position,1,2,0.003340,-0.000912,0.001629
1515284383.467568,orientation,1,2,-0.304740,-0.021066,-1.564239
1515284383.487045,position,1,2,0.003467,-0.000960,0.001421
