1515284013.301228,uncalibrated,0,-49.908,-11.544,-86.789
1515284013.301248,calibrated,0,0.000,0.000,0.000
1515284013.301259,heading,0,0.000,0.000,0
1515284013.301266,heading Comp,0,0.000,0.000,0.000
1515284013.301274,acceleration,0,-0.032,-0.929,-0.359
1515284013.329164,uncalibrated,0,-49.984,-11.243,-86.793
1515284013.329191,calibrated,0,0.000,0.000,0.000
1515284013.329205,heading,0,0.000,0.000,0
1515284013.329214,heading Comp,0,0.000,0.000,0.000
1515284013.329222,acceleration,0,-0.037,-0.925,-0.353
1515284013.368912,uncalibrated,0,-50.060,-11.018,-86.945
1515284013.368929,calibrated,0,0.000,0.000,0.000
1515284013.368940,heading,0,0.000,0.000,0
1515284013.368949,heading Comp,0,0.000,0.000,0.000
1515284013.368958,acceleration,0,-0.017,-0.927,-0.350
1515284013.408853,uncalibrated,0,-49.757,-11.469,-86.566
1515284013.408991,calibrated,0,0.000,0.000,0.000
1515284013.409011,heading,0,0.000,0.000,0
1515284013.409022,heading Comp,0,0.000,0.000,0.000
1515284013.409032,acceleration,0,-0.017,-0.940,-0.349
1515284013.448977,uncalibrated,0,-49.834,-11.319,-86.943
1515284013.448991,calibrated,0,0.000,0.000,0.000
1515284013.449001,heading,0,0.000,0.000,0
1515284013.449009,heading Comp,0,0.000,0.000,0.000
1515284013.449018,acceleration,0,-0.019,-0.928,-0.358
1515284013.488716,uncalibrated,0,-49.607,-11.394,-86.418
1515284013.488734,calibrated,2,3.522,-37.699,10.221
1515284013.488747,heading,0,190.581,181.247,0
1515284013.488756,heading Comp,0,3.309,-37.614,10.094
1515284013.488764,acceleration,0,-0.024,-0.936,-0.341
1515284013.528906,uncalibrated,0,-49.683,-11.319,-86.569
1515284013.528961,calibrated,2,3.260,-37.869,10.330
1515284013.528986,heading,0,190.581,181.247,0
1515284013.528998,heading Comp,0,3.309,-37.614,10.094
1515284013.529008,acceleration,0,-0.031,-0.942,-0.330
1515284013.568658,uncalibrated,0,-49.683,-11.319,-86.644
1515284013.568681,calibrated,2,3.355,-37.851,10.206
1515284013.568696,heading,0,190.581,181.247,0
1515284013.568719,heading Comp,0,3.309,-37.614,10.094
1515284013.568730,acceleration,0,-0.029,-0.928,-0.340
1515284013.612625,uncalibrated,0,-49.384,-11.170,-86.723
1515284013.612655,calibrated,2,3.480,-37.597,10.142
1515284013.612675,heading,0,190.581,181.247,0
1515284013.612691,heading Comp,0,3.309,-37.614,10.094
1515284013.612706,acceleration,0,-0.024,-0.924,-0.345
1515284013.648479,uncalibrated,0,-49.834,-11.319,-86.868
1515284013.648514,calibrated,2,3.226,-37.803,10.364
1515284013.648531,heading,0,190.581,181.247,0
1515284013.648544,heading Comp,0,3.309,-37.614,10.094
1515284013.648556,acceleration,0,-0.025,-0.933,-0.341
1515284013.688478,uncalibrated,0,-49.459,-11.020,-86.575
1515284013.688501,calibrated,2,3.436,-37.704,10.541
1515284013.688516,heading,0,190.581,181.247,0
1515284013.688527,heading Comp,0,3.309,-37.614,10.094
1515284013.688538,acceleration,0,-0.026,-0.941,-0.345
1515284013.728571,uncalibrated,0,-49.382,-11.545,-86.568
1515284013.728660,calibrated,2,3.436,-37.702,10.425
1515284013.728699,heading,0,190.581,181.247,0
1515284013.728716,heading Comp,0,3.309,-37.614,10.094
1515284013.728733,acceleration,0,-0.024,-0.929,-0.360
1515284013.768351,uncalibrated,0,-49.309,-11.020,-86.651
1515284013.768373,calibrated,2,3.639,-37.608,10.268
1515284013.768387,heading,0,190.581,181.247,0
1515284013.768399,heading Comp,0,3.309,-37.614,10.094
1515284013.768412,acceleration,0,-0.031,-0.934,-0.348
1515284013.808297,uncalibrated,0,-49.385,-11.020,-86.800
1515284013.808329,calibrated,2,3.644,-37.586,10.245
1515284013.808345,heading,0,190.581,181.247,0
1515284013.808353,heading Comp,0,3.309,-37.614,10.094
1515284013.808360,acceleration,0,-0.029,-0.937,-0.355
1515284013.848174,uncalibrated,0,-49.309,-11.170,-86.798
1515284013.848191,calibrated,2,3.882,-37.636,10.222
1515284013.848237,heading,0,190.581,181.247,0
1515284013.848249,heading Comp,0,3.309,-37.614,10.094
1515284013.848257,acceleration,0,-0.029,-0.926,-0.354
1515284013.888062,uncalibrated,0,-49.083,-11.170,-86.350
1515284013.888078,calibrated,2,3.832,-37.574,10.494
1515284013.888088,heading,0,191.675,182.341,0
1515284013.888096,heading Comp,0,3.832,-37.574,10.494
1515284013.888103,acceleration,0,-0.010,-0.930,-0.360
1515284013.928219,uncalibrated,0,-49.158,-11.095,-86.426
1515284013.928306,calibrated,2,3.900,-37.647,10.398
1515284013.928331,heading,0,191.675,182.341,0
1515284013.928346,heading Comp,0,3.832,-37.574,10.494
1515284013.928357,acceleration,0,-0.000,-0.925,-0.353
1515284013.968068,uncalibrated,0,-48.783,-10.946,-86.355
1515284013.968085,calibrated,2,4.259,-37.600,10.296
1515284013.968096,heading,0,191.675,182.341,0
1515284013.968105,heading Comp,0,3.832,-37.574,10.494
1515284013.968113,acceleration,0,0.029,-0.925,-0.310
1515284014.008101,uncalibrated,0,-48.556,-11.247,-86.128
1515284014.008123,calibrated,2,4.161,-37.536,10.507
1515284014.008144,heading,0,191.675,182.341,0
1515284014.008156,heading Comp,0,3.832,-37.574,10.494
1515284014.008167,acceleration,0,0.026,-0.923,-0.330
1515284014.048108,uncalibrated,0,-48.485,-10.947,-86.807
1515284014.048140,calibrated,2,4.507,-37.537,10.504
1515284014.048157,heading,0,191.675,182.341,0
1515284014.048169,heading Comp,0,3.832,-37.574,10.494
1515284014.048181,acceleration,0,0.021,-0.938,-0.345
1515284014.088061,uncalibrated,0,-48.559,-11.022,-86.506
1515284014.088083,calibrated,2,4.284,-37.562,10.605
1515284014.088098,heading,0,191.675,182.341,0
1515284014.088109,heading Comp,0,3.832,-37.574,10.494
1515284014.088121,acceleration,0,0.013,-0.936,-0.352
1515284014.128419,uncalibrated,0,-48.709,-11.022,-86.580
1515284014.128512,calibrated,2,4.455,-37.840,10.357
1515284014.128538,heading,0,191.675,182.341,0
1515284014.128557,heading Comp,0,3.832,-37.574,10.494
1515284014.128572,acceleration,0,0.002,-0.936,-0.341
1515284014.167993,uncalibrated,0,-48.708,-11.021,-86.430
1515284014.168014,calibrated,2,4.116,-37.834,10.513
1515284014.168030,heading,0,191.675,182.341,0
1515284014.168042,heading Comp,0,3.832,-37.574,10.494
1515284014.168053,acceleration,0,0.000,-0.946,-0.351
1515284014.207942,uncalibrated,0,-48.706,-11.471,-86.273
1515284014.207964,calibrated,2,4.424,-37.538,10.380
1515284014.207981,heading,0,191.675,182.341,0
1515284014.207993,heading Comp,0,3.832,-37.574,10.494
1515284014.208005,acceleration,0,0.000,-0.948,-0.343
1515284014.247708,uncalibrated,0,-48.709,-11.247,-86.727
1515284014.247734,calibrated,2,4.172,-37.733,10.285
1515284014.247747,heading,0,191.675,182.341,0
1515284014.247757,heading Comp,0,3.832,-37.574,10.494
1515284014.247766,acceleration,0,-0.001,-0.942,-0.350
