1520633020.694871,position,1,2,0.009477,-0.010283,-0.013608
1520633020.694871,orientation,1,2,-0.178828,0.478825,-1.569324
1520633020.702062,position,1,2,0.010923,-0.010675,-0.013845
1520633020.702062,orientation,1,2,-0.182096,0.475862,-1.568144
1520633020.721330,position,1,2,0.010718,-0.010869,-0.014281
1520633020.721330,orientation,1,2,-0.183111,0.475139,-1.567911
1520633020.735354,position,1,2,0.010536,-0.011062,-0.014579
1520633020.735354,orientation,1,2,-0.182644,0.476666,-1.568469
1520633020.752043,position,1,2,0.010343,-0.011260,-0.014785
1520633020.752043,orientation,1,2,-0.181324,0.479819,-1.569533
1520633020.768588,position,1,2,0.010073,-0.011424,-0.014917
1520633020.768588,orientation,1,2,-0.179678,0.483680,-1.570297
1520633020.786272,position,1,2,0.008683,-0.009893,-0.013265
1520633020.786272,orientation,1,2,-0.178484,0.487032,-1.569649
1520633020.801286,position,1,2,0.008136,-0.009858,-0.013295
1520633020.801286,orientation,1,2,-0.177888,0.488931,-1.568463
1520633020.819277,position,1,2,0.007533,-0.009776,-0.013351
1520633020.819277,orientation,1,2,-0.178232,0.489034,-1.566672
1520633020.836491,position,1,2,0.006929,-0.009674,-0.013441
1520633020.836491,orientation,1,2,-0.179283,0.487656,-1.564788
1520633020.852878,position,1,2,0.006346,-0.009556,-0.013545
1520633020.852878,orientation,1,2,-0.180562,0.485572,-1.563039
1520633020.868353,position,1,2,0.005774,-0.009429,-0.013656
1520633020.868353,orientation,1,2,-0.181873,0.483757,-1.561554
1520633020.886464,position,1,2,0.005225,-0.009312,-0.013747
1520633020.886464,orientation,1,2,-0.182870,0.482908,-1.560515
1520633020.902627,position,1,2,0.004225,-0.009460,-0.013571
1520633020.902627,orientation,1,2,-0.183004,0.483389,-1.559692
1520633020.920528,position,1,2,0.003739,-0.009378,-0.013512
1520633020.920528,orientation,1,2,-0.182340,0.484635,-1.559237
1520633020.936896,position,1,2,0.003274,-0.009293,-0.013390
1520633020.936896,orientation,1,2,-0.181121,0.486455,-1.558868
1520633020.952830,position,1,2,0.002809,-0.009203,-0.013239
1520633020.952830,orientation,1,2,-0.179779,0.488399,-1.558431
1520633020.969596,position,1,2,0.002339,-0.009137,-0.013106
1520633020.969596,orientation,1,2,-0.178847,0.489984,-1.557973
1520633020.987179,position,1,2,0.001893,-0.009106,-0.013012
1520633020.987179,orientation,1,2,-0.178495,0.490702,-1.557522
1520633021.002941,position,1,2,0.000941,-0.008569,-0.013144
1520633021.002941,orientation,1,2,-0.178762,0.490548,-1.556892
1520633021.020626,position,1,2,0.000576,-0.008560,-0.013139
1520633021.020626,orientation,1,2,-0.179145,0.489635,-1.556376
1520633021.039208,position,1,2,0.000232,-0.008532,-0.013132
1520633021.039208,orientation,1,2,-0.179397,0.488804,-1.555584
1520633021.053878,position,1,2,-0.000092,-0.008496,-0.013138
1520633021.053878,orientation,1,2,-0.179488,0.488652,-1.554707
1520633021.069181,position,1,2,-0.000366,-0.008486,-0.013194
1520633021.069181,orientation,1,2,-0.179682,0.489246,-1.554158
1520633021.086786,position,1,2,-0.000541,-0.008522,-0.013306
1520633021.086786,orientation,1,2,-0.180033,0.490098,-1.554255
1520633021.103445,position,1,2,-0.000966,-0.008386,-0.014597
1520633021.103445,orientation,1,2,-0.180289,0.491072,-1.554848
1520633021.121363,position,1,2,-0.000948,-0.008466,-0.014719
1520633021.121363,orientation,1,2,-0.180037,0.491506,-1.555717
1520633021.136988,position,1,2,-0.000904,-0.008536,-0.014775
1520633021.136988,orientation,1,2,-0.179392,0.491843,-1.556312
1520633021.153683,position,1,2,-0.000877,-0.008593,-0.014778
1520633021.153683,orientation,1,2,-0.178637,0.492104,-1.556409
1520633021.169524,position,1,2,-0.000886,-0.008637,-0.014764
1520633021.169524,orientation,1,2,-0.178208,0.492042,-1.556034
1520633021.187195,position,1,2,-0.000914,-0.008681,-0.014749
1520633021.187195,orientation,1,2,-0.178246,0.491461,-1.555462
1520633021.203038,position,1,2,-0.000681,-0.008778,-0.015089
1520633021.203038,orientation,1,2,-0.178707,0.490526,-1.555073
1520633021.220394,position,1,2,-0.000656,-0.008861,-0.015101
1520633021.220394,orientation,1,2,-0.179160,0.488842,-1.554793
